CAS,NOMBRE QUIMICO,FORMULA QUIMICA,OTROS NOMBRES
67254-74-4,Aceites nafténicos,Fórmula química no especificada,No tiene; 75Q; AF 4; AF 5; AF 5 (solvent); AF 6; AF 7; Avilub N 7; Calight RPO; Calsol 5120; Calsol 5550; Calsol 5555; Calsol 804; Calsol 806; Calsol 810; Calsol 8240; Calsol 8450; Calsol 850; Catenex 925; Catenex N 956; Circo Light Oil RPO; Circo light oil;Circosol;Circosol 4240;Circosol 450;Circosol 5600;Circosol NS;Clesafe 22;Clesafeoil 150;Clesafeoil F 150;Clesafeoil H 150;Clesafeoil H 22;Coastal Pale Oil;Cool Flow 1020;Coray 100;Naphthenes oils; 2050N; 371N;Aceite nafténico
6728-26-3,"2-hexenal, (2e)-",C6 H10 O,2-Hexenal  (E)- (8CI);Leaf aldehyde (6CI);(2E)-2-Hexenal;(2E)-Hexenal;(E)-2-Hexen-1-al;(E)-2-Hexenal;Green leaf aldehyde;trans-2-Hexen-1-al;trans-2-Hexenal;Nulo
6728-31-0,"4-heptenal, (4z)-",C7 H12 O,4-Heptenal  (Z)- (8CI);(4Z)-Heptenal;(Z)-4-Heptenal;4-cis-Heptenal;cis-4-Heptenal;Nulo
6731-36-8,"Peróxido, 1,1'-(3,3,5-trimetilciclohexilideno)bis[2-(1,1-dimetiletil)",C17 H34 O4,Peroxide  (3 3 5-trimethylcyclohexylidene)bis[(1 1-dimethylethyl) (9CI);Peroxide  (3 3 5-trimethylcyclohexylidene)bis[tert-butyl (6CI 7CI 8CI);1 1-Bis(tert-butyl)-3 3 5-trimethylcyclohexane peroxide;1 1-Bis(tert-butyldioxy)-3 3 5-trimethylcyclohexane;1 1-Bis(tert-butyloxy-oxy)3 3 5-trimethylcyclohexane;1 1-Bis(tert-butylperoxy)-3 3 5-trimethylcyclohexane;1 1-Bis(tert-butylperoxy)-3 5 5-trimethylcyclohexane;1 1-Di(t-butylperoxy)-3 3 5-trimethylcyclohexane;1 1-Di-tert-butylperoxy-3 3 5-trimethylcyclohexane;1 1-Di-tert-butylperoxy-3 5 5-trimethylcyclohexane;3 3 5-Trimethyl-1 1-bis(tert-butylperoxy)cyclohexane;Interox TMCH 40IC;Link-Cup TMCH;Luperco 231G;Luperco 231G40;Luperco 231XL;Luperco 231XLP;Luperox 231;Luperox 231-50;Luperox 231P75;Luperox 231XL;Luperox 231XL40SP;Lupersol 230XL;Lupersol 231;Lupersol L 231;Perhexa 3M;Perhexa 3M40;Perhexa 3M40V;Sanperox CY 1.1;TX 29/40;TX 29B50;Trigonox 29;Trigonox 29-40B-GR;Trigonox 29-40B-PD;Trigonox 29/40;Trigonox 29/40MB;Trigonox 29A;Trigonox 29B50;Trigonox 29B75;Trigono;Nulo
67375-30-8,"Ácido ciclopropanocarboxílico, 3 - (2,2-dicloroetenil) -2,2-dimetil-, (R)-ciano (3-fenoxifenil) éster metílico, (1S, 3S)-rel -",C22 H19 Cl2 N O3,(+-)-Alfametrín;(+-)-Alfametrín;(1R 3R) - 3 - (2 2 - diclorovinil) - 2 2 - dimetilciclopropanocarboxilato de (S) - a - ciano - 3 - fenoxibencilo;alfa - cipermetrina;cis/trans +/ - 40/60 () - a - ciano - 3 - fenoxibencil - () - cis trans - 3 - (2 2 - diclorovinil) - 2 2 - dimetilciclopropano carboxilato;mezcla racmica de: (1S 3S) - 3 - (2 2 - diclorovinil) - 2 2 - dimetilciclopropanocarboxilato de (R) - a - ciano - 3 - fenoxibencilo; Alfazot; Alfoxylate; Alphacypermethrin; Alphaguard; Alphamethrin; Bestox; Centaur; Cismix; Contest; Dominex; Fastac; Fastac Duo; Fendona; Mageos; Ultimate; WL 85871;(+-)-Alphamethrin; Aeralfam;Alfa- cipermetrina
674-82-8,"2-oxetanona, 4-metilen -",C4H4O2,"ácido 3-butenoico, 3-hidroxi-,. Beta.-lactona;  4-metilen-2-oxetanona; Ethenone  dimer; Ketene dimer; NSC 93783;3-Butenoic acid 3-hydroxy- beta -lactone (6CI7CI); 4-Methylene-2-oxetanone; Diketene;Diceteno inhibido"
6740-88-1,"Ciclohexanona, 2-(2-clorofenil)-2-(metilamino)-",C13 H16 Cl N O,"Ciclohexanona, 2-(2-clorofenil)-2-(metilamino)-,(+-)-;  Ciclohexanona, 2-(o-clorofenil)-2-(metilamino)-,(+-)-; (+-)-2-(o-Chlorophenyl)-2-(methylamino)cyclohexanone; (+-)-Ketamine; Calypsol; Clorketam 1000; Ketamine; Ketasol 100; Ketoject; NSC 70151; Narketan; Ursotamin; Vetaket; Vetaset; dl-Ketamine;Cyclohexanone 2-(2-chlorophenyl)-2-(methylamino)- (+-)-; Cyclohexanone 2-(o-chlorophenyl)-2-(methylamino)- (+-)- (8CI);KETAMINA"
67401-50-7,"Glicina, n,n'-1,2-etanodiilbis[n-(carboximetil)-, sal de tetrasodio, trihidrato (9ci)",C10 H16 N2 O8 . 3 H2 O . 4 Na,Ethylenediaminetetraacetic acid  tetrasodium salt trihydrate;Nulo
67485-29-4,"1,4-Pentadien-3-ona, 1,5-bis [4 - (trifluorometil) fenil] -, 2 - (1,4,5,6-tetrahidro-5 ,5-dimetil-2-pirimidinil) hidrazona",C25 H24 F6 N4,"2(1H)-pirimidinona, tetrahidro-5,5-dimetil-,[3-[4-(trifluorometil) fenil]-1-[2-[4-(trifluorometil) fenil] etenil]-2-propenilidene] hidrazona;HIDRAMETILNON; Amdro; Combat; Hydramethylnon; Maxforce; Maxforce Roach Killer Bait Gel; NSC 379665;2(1H)-Pyrimidinone tetrahydro-55-dimethyl- [3-[4-(trifluoromethyl)phenyl]-1-[2-[4-(trifluoromethyl)phenyl]ethenyl]-2-propenylidene]hydrazone (9CI); AC 217300;Hidrametilona (aminohidrazina)"
675-14-9,"1,3,5-triazina, 2,4,6-trifluoro -",C3F3N3,"Fluoruro cianúrico ; s-triazina, 2,4,6-trifluoro-;  1,3,5-trifluoro-2 ,4,6-triazina; 2,4,6-trifluoro-1, 3,5-triazina; 2 4 6-Trifluoro-1 3 5-triazine; 2 4 6-Trifluoro-s-triazine; 2 4 6-Trifluoro-sym-triazine; 2 4 6-Trifluorotriazine; Cyanuric trifluoride; NSC 168386; Trifluoro-1 3 5-triazine; Trifluoro-s-triazine;Cyanuric fluoride (6CI); s-Triazine246-trifluoro- (7CI8CI); 135-Trifluoro-246-triazine;Fluoruro cianúrico"
6753-24-8,"Ácido butanóico, 4-(2,4-diclorofenoxi)-, butil éster",C14 H18 Cl2 O3,"Ácido butírico, 4 - (2,4-diclorofenoxiacético) -, éster butílico;Butyric acid 4-(24-dichlorophenoxy)- butyl ester (6CI7CI8CI); 24-DB butyl ester;Dibutil ester"
67562-39-4,"Dibenzofurano, 1,2,3,4,6,7,8-heptacloro -",C12 H Cl7 O,"1,2,3,4,6,7,8-Heptaclorodibenzofurano; F 131; HpCDF; PCDF 131;1234678-Heptachlorodibenzofuran; 1234678-HpCDF;1,2,3,4,6,7,8-HEPTACLORODIBENZOFURANO (1,2,3,4,6,7,8-HPCDF), "
67583-77-1,"Ciclohexano, 3-etoxi-1,1,5-trimetil-",C11 H22 O,Ether  ethyl 3 3 5-trimethylcyclohexyl (7CI);3 3 5-Trimethylcyclohexyl ethyl ether;Nulo
6763-34-4,?-d-xilopiranosa,C5 H10 O5,Holzzucker;Losan;Nulo
67633-95-8,"3-decanona, 1-hidroxi-",C10 H20 O2,Nulo;Nulo
67633-97-0,"2-pentanona, 3-mercapto-",C5 H10 O S,3-Mercapto-2-pentanone;Nulo
67634-00-8,"Ácido acético, 2-(3-metilbutoxi)-, 2-propen-1-il éster",C10 H18 O3,Acetic acid  (3-methylbutoxy)-  2-propenyl ester (9CI);Nulo
67634-20-2,"Ácido propanóico, 2-metil-, 3a,4,5,6,7,7a-hexahidro-4,7-metano-1h-inden-5-il éster",C14 H20 O2,Nulo;Nulo
67634-23-5,"1,3-dioxolano, 4-metil-2-(1-feniletil)-",C12 H16 O2,NSC 39434;Nulo
67663-01-8,"2(3H)-Furanona, 5-hexildihidro-4-metil-",C11 H20 O2,Nulo;Nulo
67674-36-6,"2,6-nonadieno, 1,1-dietoxi-, (2e, 6z) -",C13H24O2,"2,6-Nonadieno, 1,1-dietoxi-, (E, Z);26-Nonadiene11-diethoxy- (EZ)-;tripolifosfato de sodio "
67674-40-2,"2,6-nonadien-1-ol, 1-formato, (2e,6z)-",C10 H16 O2,2 6-Nonadien-1-ol  formate  (2E 6Z)- (9CI);2 6-Nonadien-1-ol  formate  (E Z)-;Nulo
67674-46-8,"2-Hexeno, 6,6-dimetoxi-2,5,5-trimetil-",C11 H22 O2,Nulo;Nulo
67674-67-3,"Poli (oxi-1 ,2-etanodiil), alfa- [3 - [1,3,3,3-tetrametil-1-[(trimetilsilil) oxi]-1-] disiloxanil propil] -w-hidroxi-",(C2H4O)nC10H28O3Si3,"Poli (oxi-1 ,2-etanodiyl),. Alfa .- [3 - [1,3,3,3-tetrametil-1-[(trimetilsilil) oxi] disiloxanil] propil] -. omega.-hidroxi-(9CI ); Heptamethyltrisiloxane-polyoxyethylene allyl ether copolymer; Q 2-5211; Q 2-5212; Qwikwet 100; Qwikwet 357; Silsurf A 008UP; Siltech Ag 64; Silwet 408; Silwet L 408; Silwet REACH;Poly(oxy-12-ethanediyl) alpha -[3-[1333-tetramethyl-1-[(trimethylsilyl)oxy]disiloxanyl]propyl]-w-hydroxy- (9CI); Dow Corning 5212; Dow Corning Super Wetting Agent Q 2-5211;metil polisiloxano"
677-71-4,"2,2-Propanodiol, 1,1,1,3,3,3-hexafluoro-",C3 H2 F6 O2,"2,2-propanodiol, hexafluoro-; hexafluoro-2,2-propanodiol; hidrato Hexafluoroacetona; Hexafluoroacetone hydrate; NSC 174148;22-Propanediol hexafluoro- (7CI); Hexafluoro-22-propanediol;Hidrato de hexafluoroacetona"
67701-06-8,"Ácidos grasos, c14-18 y c16-18-insaturados.",Fórmula química no especificada,No tiene;NAA 34; Radiacid 208;MEZCLA DE ACIDO ESTEARICO Y PALMICO
67701-32-0,"Glicéridos, monoglicéridos y diglicéridos c14-18 y c16-18-insaturados",Fórmula química no especificada,"diglicéridos, C14-18 y C16-18-insaturados; Alphadim 90NLK;Glycerides C14-18 and C16-18-unsatd. mono- and di-; Diglycerides C14-18 and C16-18-unsatd. monoglycerides and diglycerides; Monoglycerides C14-18 and C16-18-unsatd. monoglycerides and diglycerides;monogliceridos"
67701-33-1,"Glicéridos, c14-18 mono-y di -",Fórmula química no especificada,No tiene;Monoestearato de glicerilo
67707-75-9,"Ácido hexanóico, 3,5,5-trimetil-, etil éster",C11 H22 O2,Ethyl 3 5 5-trimethylhexanoate;Melusat;Nulo
67713-16-0,"1,3,5-triazina, hexahidro-1 ,3,5-trinitro-, mezcla con  aluminio y 2-metil-1 ,3,5-trinitrobenceno",C7 H5 N3 O6 . C3 H6 N6 O6 . Al,No tiene; Alex 20; Alex 32; Comp B; Composition A; Composition B; Composition C; Composition D; H 6; HBX 1; HBX 3; Hexotonal; KS 22; Torpex;Aluminum mixt. contg. (9CI); Benzene 2-methyl-135-trinitro- mixt. contg. (9CI);Hexotonal
67747-09-5,"1H-imidazol-1-, carboxamida N-propil-N-[2 - (2,4,6-triclorofenoxi) etil] -",C15 H16 Cl3 N3 O2,Mirage; DMI; KI 835; Mirage; Mirage (pesticide); N-Propyl-N-[2-(2 4 6-trichlorophenoxy)ethyl]imidazole-1-carboxamide; Octave; Plocloraz; Prelude; Prochloraz; Sportak; Sportake;BTS 40542; BTS 40542-7877;Procloraz (imidazol)
67762-41-8,"Alcoholes, c10-16",Fórmula química no especificada,No tiene; C10-16-alcs.; CO 1270; Lial 123; Lorol Special;Alc. C10-16; Alcs. C10-16; C10-16 alcohols;ALCOHOL C 1214
67762-90-7,"Siloxanos y siliconas, di-me, productos de reacción con sílice",Fórmula química no especificada,No tiene;Emulsón antiespumante
67762-92-9,"Polisiloxanos, di-metil, (dimetilamino)-terminado",Fórmula química no especificada,No tiene; Di-Me  dimethylamino-terminated siloxanes and silicones; Dimethylamino-terminated di-Me silicones; Dimethylamino-terminated di-Me siloxanes; Dimethylamino-terminated di-Me siloxanes and silicones; Dimethylsiloxanes  dimethylamino-terminated; Silicones  di-Me  dimethylamino-terminated; Siloxanes and Silicones  dimethylamino-terminated di-Me; Siloxanes  di-Me  dimethylamino-terminated;Siloxanes and Silicones di-Me (dimethylamino)-terminated; Di-Me silicones dimethylamino-terminated; Di-Me siloxanes dimethylamino-terminated;SILICÔN LÍQUIDO
67774-74-7,"Benceno, c10-13-alquil derivados",Fórmula química no especificada,No tiene;DODECILBENCENO
67801-20-1,"4-penten-2-ol, 3-metil-5-(2,2,3-trimetil-3-ciclopenten-1-il)-",C14 H24 O,3-Methyl-5-(2 2 3-trimethyl-3-cyclopenten-1-yl)-4-penten-2-ol;3-Methyl-5-(2 2 3-trimethylcyclopent-3-enyl)pent-4-en-2-ol;Ebanol;Nulo
6784-13-0,"3-ciclohexeno-1-propanal, ?,4-dimetil-",C11 H18 O,p-Menth-1-ene-9-carboxaldehyde (6CI 8CI);3-(4-Methyl-3-cyclohexen-1-yl)butanal;3-(4-Methyl-3-cyclohexenyl)butyraldehyde;3-(4-Methylcyclohex-3-en-1-yl)butyraldehyde;3-(4-Methylcyclohex-3-enyl)butanal;3-(4-methylcyclohex-3-enyl)butyraldehyde;Limonenal;Nulo
67845-93-6,"Ácido benzóico, 3,5-bis(1,1-dimetiletil)-4-hidroxi-, hexadecil éster",C31 H54 O3,Cyagard UV 2908;Cyasorb UV 2908;Hexadecyl 3 5-di-tert-butyl-4-hydroxybenzoate;Hexadecyl 4-hydroxy-3 5-di(tert-butyl)benzoate;Palmityl 3 5-di-tert-butyl-4-hydroxybenzoate;UV 2908;Nulo
67874-72-0,"Ciclohexanol, 2-(1,1-dimetilpropil)-, 1-acetato",C13 H24 O2,Cyclohexanol  2-(1 1-dimethylpropyl)-  acetate (9CI);Cyclohexanol  2-tert-pentyl-  acetate (7CI);Coniferan;NSC 21163;Nulo
67874-81-1,"1H-3a,7-Metanoazuleno, octahidro-6-metoxi-3,6,8,8-tetrametil-, (3R,3aS,6R,7R,8aS)-",C16 H28 O,Nulo;Nulo
6790-58-5,"Nafto[2,1-b]furan, dodecahidro-3a,6,6,9a-tetrametil-, (3ar,5as,9as,9br)-",C16 H28 O,(-)-Ambrox;(-)-Ambroxan;(-)-Ambroxide;(-)-Norlabdane oxide;Amberlyn Super;Amberlyn Super PM 577;Ambrafuran;Ambrox;Ambroxane;Ambroxide;Nulo
67914-60-7,"Etanona, 1-[4-(4-hidroxifenil)-1-piperazinil]-",C12 H16 N2 O2,Piperazine  1-acetyl-4-(4-hydroxyphenyl)- (9CI);1-Acetyl-4-(4-hydroxyphenyl)piperazine;1-Acetyl-4-(p-hydroxyphenyl)piperazine;1-[4-(4-Hydroxyphenyl)piperazin-1-yl]ethanone;4-(4-Acetylpiperazin-1-yl)phenol;4-(4-Acetylpiperazino)phenol;T 1141;Nulo
6795-23-9,"Ciclopenta[c]furo[3',2':4,5]furo[2,3-h][1]benzopiran-1,11-diona, 2,3,6a,9a-tetrahidro-9a-hidroxi-4-metoxi-, (6aR,9aR)-",C17 H12 O7,"ácido 1-Ciclopenteno-1-carboxílico, 2-(3a,8a-dihidro-3a,4-dihidroxi-6-metoxifuro [2,3-b] benzofurano-5-il)-5-oxo-,.Delta.-lactona; Ciclopenta [c] furo[3',2':4,5] furo [2,3-h] [1] benzopirano-1,11-diona, 2,3,6 A, 9a-tetrahidro - 9a-hidroxi-4-metoxi-, (6aR-cis); aflatoxina M1;AFLATOXINA M1; AFM1; Aflatoxin M1;1-Cyclopentene-1-carboxylic acid 2-(3a8a-dihydro-3a4-dihydroxy-6-methoxyfuro[23-b]benzofuran-5-yl)-5-oxo- delta -lactone (7CI); Cyclopenta[c]furo[3''''2':45]furo[23-h][1]benzopyran-111-dione236a9a-tetrahydro-9a-hydroxy-4-methoxy- (6aR-cis)- (8CI);Aflatoxina MI"
67952-65-2,"Pirazina, metil(metiltio)-",C6 H8 N2 S,Nulo;Nulo
67989-52-0,"Ácidos grasos, c18-insaturado, dímeros, polímeros con bisfenol a y epiclorhidrina",(C15H16O2.C3H5ClO. No especificado)x,No tiene;resina epoxica bisfenol A modi
68-04-2,"Ácido 1,2,3-propanotricarboxílico, 2-hidroxi-, sal de sodio (1:3)",C6H8O7.3Na,"€cido 1,2,3-propanotricarboxílico, 2-hidroxi-, sal trisódico;  ácido cítrico, sal trisódica;  citrato de sodio ; 2-Hydroxy-1 2 3-propanetricarboxylic acid trisodium salt; 29: PN: CN101967511 PAGE: 6 claimed sequence; 331iii; Citnatin; Citra-lock; Citreme; Citrosodina; Citrosodine; Cystemme; Ional; Natrocitral; P 3; Sodium citrate; Sodium citrate anhydrous; Trisodium citrate; Unifine P 3; Urisal;123-Propanetricarboxylic acid 2-hydroxy- trisodium salt (9CI); Citric acid trisodium salt (8CI); Sodium citrate (Na3C6H5O7) (7CI);CITRATO TRISODICO HEMIHIDRATADO"
68-11-1,"Ácido acético, 2-mercapto -",C2H4O2S,"Ácido acético, mercapto-;  2-ácido tioglicólico; ácido 2-Mercaptoetanoico; 2-ácido tioglicólico; 2-Thioglycolic acid; Glycolic acid  2-thio-; Mercaptoacetic acid; NSC 1894; Sulfhydrylacetic acid; Thioglycolic acid; Thiovanic acid; alpha -Mercaptoacetic acid;Acetic acid mercapto- (8CI9CI); 2-Mercaptoacetic acid; 2-Mercaptoethanoic acid;Ácido tioglicólico"
68-12-2,"Formamida, n, n-dimetil -",C3H7NO,"Dimetilformamida;  N, N-Dimetilformaldehido;DMF;DMF (amide);DMFA;Dimethylformamide;N N-Dimethylformaldehyde;N N-Dimethylformamide;N N-Dimethylmethanamide;N-Formyldimethylamine;NSC 5356;Virodene-P 058; Dimethylformamide; N N-Dimethylformaldehyde; N N-Dimethylformamide; N N-Dimethylmethanamide; N-Formyldimethylamine; NSC 5356; N''''N-Dimethylformamide; Virodene-P 058;DMF; DMF (amide); DMFA;Dimetilformamida"
68-19-9,Vitamina b12,C63H88CoN14O14P,"1H-bencimidazol, 5,6-dimetil-1-(3-O-fosfono-.alpha.-D-ribofuranosil) -, monoéster con cianuro cobinamida, sal interna; 5,6-cianocobamida Dimetilbenzimidazolil; 5,6-Dimetilbenzimidazolil - Co-cianocobamida;  Cianocobalamina; Vitamina B12 ; Anacobin; Antipernicin; Apikobal; B-Twelve; B-Twelve Ora; Bedodeka; Bedoz; Behepan; Berubi; Berubigen; Betalin 12; Betalin 12 Crystalline; Betaline 12; Betolvex; Byladoce; CN-B12; Cobalamin  cyanide; Cobalamin  cyano-; Cobalamin  cyano-5 6-dimethylbenzimidazole-; Cobalin; Cobamide  cyano-5 6-dimethyl-1H-benzimidazole-;Cobamide  alpha -5 6-dimethyl-1H-benzimidazolyl-  cyanide;Cobamin;Cobinamide  cyanide  dihydrogen phosphate (ester)  inner salt  3'-ester with 5 6-dimethyl-1-alpha -D-ribofuranosyl-1H-benzimidazole;Cotel;Covit;Cromatonbic B12;Crystamin;Crystamine;Cyano-5 6-dimethylbenzimidazolylcobamide;Cyano-B12;Cyanocobalamin;Cyanocobalamine;Cycolamin;1H-Benzimidazole56-dimethyl-1-(3-O-phosphono-alpha -D-ribofuranosyl)- monoester with cobinamide cyanide inner salt; 56-Dimethy;CIANOCOBALAMINA"
68-26-8,Retinol,C20H30O,No tiene; A-Mulsal; A-Sol; A-Vi-Pel; A-Vitan; Acon; Afaxin; Agiolan; Agoncal; Alcovit A; Alphalin; Alphasterol; Anatola; Anatola A; Anti-Infective vitamin; Antixerophthalmic vitamin; Aoral; Apexol; Apostavit; Aquasol A Parenteral; Aquasynth; Atav;Avibon;Avita;Avitol;Axerol;Axerophthol;Bentavit A;Biosterol;Cylasphere;Disatabs Tabs;Dofsol;Dohyfral A;Epiteliol;Hi-A-Vita;Retinol all-trans- (8CI); (all-E)-37-Dimethyl-9-(266-trimethyl-1-cyclohexen-1-yl)-2468-nonatetraen-1-ol; 2468-Nonatetraen-1-ol37-dimethyl-9-(266-trimethyl-1-cyclohexen-1-yl)- (all-E)-;RETINOL
68-35-9,"Bencenosulfonamida, 4-amino-n-2-pirimidinil -",C10H10N4O2S,"Sulfanilamida, N1-2 (1H)-pirimidinilideno-; Sulfanilamida, N1-2-pirimidinil-;  2-(4-Aminobencenosulfonamido) pirimidina; 2 - (4-Aminobencenosulfonilamino) pirimidina;  2 - (p - Aminobencenosulfonamido) pirimidina; 2-(4-Aminobenzenesulfonylamino)pyrimidine; 2-(p-Aminobenzenesulfonamido)pyrimidin; 2-Sulfanilamidopyrimidine; 2-Sulfanilylaminopyrimidine; 4-Amino-N-(2-pyrimidinyl)benzenesulfonamide; 4-Amino-N-(2-pyrimidyl)benzenesulfonamide; 4-[[(Pyrimidin-2-yl)amino]sulfonyl]aniline; A 306; Adiazin; Adiazine; Coco-Diazine; Cremodiazine; Debenal; Deltazina; Di-Azo-Mul; Diazin; Diazolone; Diazovit; Diazyl; Eskadiazine; Honey diazine;Lipo-Diazine;Lipo-Levazine;Liquadiazine;Microsulfon;N1-2-Pyrimidinylsulfanilamide;N1-2-Pyrimidylsulfanilamide;NSC 35600;Neazine;Piridisir;Pirimal;Pyrimal;RP 2616;SDA;Sulfanilamide N1-2(1H)-pyrimidinylidene- (6CI); Sulfanilamide N1-2-pyrimidinyl- (8CI); 2-(4-Aminobenzenesulfonamido)pyrimidine;Adiazina"
68-89-3,"Ácido metanosulfónico, 1-[(2,3-dihidro-1,5-dimetil-3-oxo-2-fenil-1h-pirazol-4-il)metilamino]-, sal de sodio (1:1)",C13 H17 N3 O4 S . Na,Dipyrone (6CI);Methanesulfonic acid  (antipyrinylmethylamino)-  sodium salt (8CI);Methanesulfonic acid  [(2 3-dihydro-1 5-dimethyl-3-oxo-2-phenyl-1H-pyrazol-4-yl)methylamino]-  sodium salt (9CI);ARPF;Algocalmin;Algopyrin;Anador;Analgin;Analgine;Andolor;Conmel;Diprofarn;Gifaril;Lisador;Metamizol;Metamizole;Metamizole sodium;Metamizole sodium salt;Metapyrin;Methamizole sodium;Methampyrone;Methylmelubrin;Metilon;Narone;Neo-melubrine;Noramidopyrine methanesulfonate sodium;Noramidopyrine methanesulfonate sodium salt;Noraminophenazone methanesulfonate sodium salt;Noraminophenazone sodium mesylate;Novalgetol;Novalgin;Novamidazophen;Novaminophenazone;Novaminsulfone;Novaminsulfone sodium;Novaminsulfonium;Novaminsulfonum;Noveltex;Optalgin;Pharmalgine;Pyralgine;Pyretin;Pyretin (pharmaceutical);Sodium (antipyrinylmethylamino)methanesulfonate;Sodium 1-phenyl-2 3-dimethyl-5-pyrazolone-4-methylaminomethanesulfonate;Sodium metamizole;Sodium noramidopyrine methanesulfonate;Sodium novaminsulfonate;Sulpin;Sulpyrin;Sulpyrine;Nulo
680-31-9,"Triamida fosfórico, n, n, n ', n', n'', n''-hexametil -",C6H18N3OP,"triamida Fosfórica, hexametil-;  tris (dimetilamino) óxido de fosfina; HMPA; HMPT; HMPTA; HPT; Hempa; Hexametapol; Hexamethylorthophosphoric triamide; Hexamethylphosphoramide; Hexamethylphosphoric acid triamide; Hexamethylphosphoric triamide; Hexamethylphosphorotriamide; Hexamethyltriamidophosphate; N N' N''-Hexamethylphosphoramide; NSC 113131; NSC 7967; Phosphoric acid hexamethyltriamide; Phosphoric hexamethyltriamide; Phosphoric tris(dimethylamide); Phosphoryl hexamethyltriamide; Tris(dimethylamino)phosphine oxide;Phosphoric triamide hexamethyl- (6CI8CI9CI); ENT 50882; Eastman Inhibitor HPT;Hexa metil fosfotriarnida"
68002-20-0,"1,3,5-triazina-2 ,4,6-triamina, polímero con formaldehído, metilado",(C3H6N6.CH2O)x,No tiene;Hexametil-metoxi-melamina al 65% adsorbida en sílica
68002-25-5,"1,3,5-triazina-2 ,4,6-triamina, polímero con formaldehído, butilado",(C3H6N6.CH2O)x,"1,3,5-triazina-2 ,4,6-triamina, polímero con formaldehído, butil éter;135-Triazine-246-triamine polymer with formaldehyde butyl ether;Melamina butilada"
68037-01-4,"1-deceno, homopolímero, hidrogenado",Fórmula química no especificada,No tiene;Hodrocarbonos sinteticos
68037-59-2,"Polisiloxanos, di-me, me hidrógeno",Fórmula química no especificada,No tiene; 628V14; AE 151; CAT 104; CHS 121; CMS 222; CR 300; Cognis 3002A; Croálinker V 20; Di-Me  Me hydrogen  trimethylsilyl-terminated siloxanes and silicones; Dow Corning 7678; EL Croálinker 525; Elastosil Croálinker 525; FZ 350; FZ 3709; FZ 3778; FZ 3805; FZ 3875; GE 88466; GZh 2; Gelest CMS 222; HM 151;HMS 013;HMS 031;HMS 064;HMS 071;HMS 082;HMS 151;HMS 301;HMS 301-100GM;HMS 301R;HMS 501;HRS 2;HRS 2 (siloxane);KF 9901;Siloxanes and Silicones di-Me Me hydrogen; 3002A; 3002A (wax);SILICON y siloxano
68037-77-4,"Polisiloxanos, et me, me 2-fenilpropil",Fórmula química no especificada,No tiene; Dow Corning 56;Siloxanes and Silicones Et Me Me 2-phenylpropyl; ALT 213; DC 56;silicona y siloxanos
68037-93-4,"Aminas, c14-18-alquildimetil",Fórmula química no especificada,No tiene;Farmin DM 8680;Alquil dimetil amina 1416 c
68038-31-3,"Ácidos grasos, aceite largo, polímero con pentaeritritol, anhídrido ftálico y colofonia",(C8H4O3.C5H12O4. No especificado. No especificado)x,"colofonia, polímero con  pentaeritritol, anhídrido ftálico y ácidos grasos;Rosin polymer with pentaerythritol phthalic anhydride and tall-oil fatty acids;agente dispersante"
68038-41-5,"Colifonía, maleado, polímero con glicerol",(C3H8O3. No especificado)x,No tiene;Rosin maleated esters with glycerol;RESINA MALEICA
68039-48-5,"3-ciclohexeno-1-carboxaldehido, 3,5-dimetil-",C9 H14 O,3 5-Dimethyl-3-cyclohexenylcarbaldehyde;3 5-Dimethylcyclohex-3-enecarboxaldehyde;Agrumen aldehyde;NSC 48084;Nulo
68039-49-6,"3-ciclohexeno-1-carboxaldehido, 2,4-dimetil-",C9 H14 O,(Z)-Vertocitral C;2 4-Dimethyl-3-cyclohexene-1-carboxaldehyde;2 4-Dimethyl-3-cyclohexenecarboxaldehyde;2 4-Dimethyl-3-cyclohexenylcarbaldehyde;Cyclal C;Ligustral;Tricyclal;Triplal;Tripral;Zestover;Nulo
1791337,"Ácido hidrazincarboxílico, 2-[(1,4-dioxido-2-quinoxalinil)metileno]-, metil éster",C11 H10 N4 O4,Carbazic acid  3-(2-quinoxalinylmethylene)-  methyl ester  N N'-dioxide (7CI);Carbazic acid  3-(2-quinoxalinylmethylene)-  methyl ester  N1 N4-dioxide (8CI);Hydrazinecarboxylic acid  (2-quinoxalinylmethylene)-  methyl ester  N N'-dioxide;Hydrazinecarboxylic acid  [(1 4-dioxido-2-quinoxalinyl)methylene]-  methyl ester (9CI);2-Formylquinoxaline-1 4-dioxide carbomethoxyhydrazone;Carbadox;Fortigro;GS 6244;Getroxel;Mecadox;Methyl 3-(2-quinoxalinylmethylene)carbazate N1 N4-dioxide;Quinoxaline-2-carbomethoxyhydrazone 1 4-dioxide;Nulo
68081-81-2,"Ácido bencenosulfónico, mono-c10-16-alquilderivados, sales de sodio",Fórmula química no especificada,No tiene;CALSOF L 60
68081-82-3,"1,3-butadieno, 2-metil-, polímero con 2-metil-1-propeno, clorado",(C5H8.C4H8)x,"No tiene;Hule de isobutilén-isopreno, con 1.26 % de cloro."
68082-29-1,"Ácidos grasos, c18-insaturados, dímeros, polímeros con ácidos grasos, aceite y trietilentetramina",(C6H18N4. No especificado. No especificado)x,No tiene;Fatty acids tall-oil polymers with C18-unsatd. fatty acid dimers and triethylenetetramine;ENDURECDOR EPÔXICO
