Cas# /Accession#,Chemical Name
67701-19-3,"Fatty acids, C18-unsatd., dimers, potassium salts"
67701-21-7,"Fatty acids, tall-oil, compds. with 2-amino-2-methyl-1-propanol"
67701-23-9,"Fatty acids, tall-oil, magnesium salts"
67701-26-2,"Glycerides, C12-18"
67701-27-3,"Glycerides, C14-18"
67701-28-4,"Glycerides, C8-18 and C18-unsatd."
67701-29-5,"Glycerides, C14-18 and C16-18-unsatd."
67701-30-8,"Glycerides, C16-18 and C18-unsatd."
67701-32-0,"Glycerides, C14-18 and C16-18-unsatd. mono- and di-"
67701-33-1,"Glycerides, C14-18 mono- and di-"
67708-83-2,Dibromochloropropane
67711-87-9,"Leach solutions, copper oxide ore, acid"
67711-88-0,Cement copper
67711-90-4,"Flue dust, copper-refining"
67711-91-5,"Matte, copper"
67711-92-6,"Slags, copper smelting"
67711-93-7,"Slags, copper-converter"
67711-94-8,"Slags, copper fire-refining"
67711-95-9,"Slimes and Sludges, copper electrolytic"
67711-96-0,"Slags, copper electrolytic slime smelting"
67711-97-1,"black metal, copper electrolytic slime smelting"
67711-98-2,"Slags, dore furnace"
67711-99-3,"Leach residues, dore furnace slags"
67712-00-9,"Slimes and Sludges, copper refining"
67747-09-5,Prochloraz
67762-19-0,"Poly, .alpha.-sulfo-.omega.-hydroxy-, C10-16-alkyl ethers, ammonium salts"
67762-25-8,"Alcohols, C12-18"
67762-26-9,"Fatty acids, C14-18 and C16-18-unsatd., Me esters"
67762-27-0,"Alcohols, C16-18"
67762-30-5,"Alcohols, C14-18"
67762-34-9,"Fatty acids, C8-18 and C18-unsatd., zinc salts"
67762-36-1,"Fatty acids, C6-12"
67762-37-2,"Fatty acids, C8-18 and C18-unsatd., Me esters"
67762-38-3,"Fatty acids, C16-18 and C18-unsatd., methyl esters"
67762-39-4,"Fatty acids, C6-12, Me esters"
67762-40-7,"Fatty acids, C10-16, Me esters"
67762-41-8,"Alcohols, C10-16"
67762-44-1,"Fatty acids, C6-12, sodium salts"
67762-52-1,"Carboxylic acids, C5-9, hexaesters with dipentaerythritol"
67762-53-2,"Carboxylic acids, C5-9, tetraesters with pentaerythritol"
67762-55-4,"Alkenes, C15-18 .alpha.-, sulfurized"
67762-63-4,"Fatty acids, tall-oil, Bu esters"
67762-64-5,"Heptanoic acid, ester with 2-ethyl-2--1,3-propanediol pentanoate"
67762-72-5,"2,5-Pyrrolidinedione, 1-[2-[[2-[[2-[amino]ethyl]amino]ethyl]amino]ethyl]-, monopolyisobutenyl derivs."
67762-73-6,"Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-, phosphosulfurized"
67762-77-0,"2,5-Furandione, dihydro-, monopolyisobutylene derivs."
67762-79-2,"2,5-Furandione, dihydro-, monopolybutenyl derivs."
67762-85-0,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene-polypropylene glycol mono-Me ether"
67762-90-7,Dimethyl silicone polymer with silica
67763-14-8,"Phosphoric acid, mono ester, compd. with tert-dodecanamine (1:?)"
67763-18-2,"Butanedioic acid, 2-hydroxy-, 1,4-bis ester"
67774-64-5,"Fatty acids, tall-oil, polymers with glycerol, isophthalic acid, maleic anhydride, pentaerythritol, phthalic anhydride and soybean oil"
67774-69-0,"Urea, N,N''-bis-, N',N'''-ditallow alkylderivs."
67774-71-4,"Amines, N-tallow alkylpropylenedi-, hydrochlorides"
67774-74-7,"Benzene, C10-13-alkyl derivs."
67784-77-4,"Quaternary ammonium compounds, bismethyltallow alkyl,chlorides"
67784-78-5,"Fatty acids, tall-oil, reaction products with triethanolamine"
67784-79-6,"Fatty acids, soya, esters with propylene glycol"
67784-80-9,"Soybean oil, methyl esters"
67784-86-5,"Fatty acids, tall-oil, ethoxylated propoxylated"
67784-90-1,"Fatty acids, coco, reaction products with 2-[amino]ethanol"
67785-12-0,"Amides, coco, N,N-bis, compds. with diethanolamine"
67785-79-9,"1H-Imidazole-1-ethanol, 2--4,5-dihydro-, hydrochloride (1:1)"
67786-25-8,"Benzenesulfonic acid, 2,2'-bis[5-[[4-[bis(2-hydroxypropyl)amino]-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-, tetrasodium salt"
67799-04-6,"Isooctadecanamide, N-[3-propyl]-"
678-26-2,"Pentane, 1,1,1,2,2,3,3,4,4,5,5,5-dodecafluoro-"
678-39-7,Tetrahydroperfluoro-1-decanol
678-77-3,"Pentanedioyl dichloride, 2,2,3,3,4,4-hexafluoro-"
678-95-5,"2-Propenoic acid, 1,1'- ester"
67800-78-6,"Aminolignin, hydrochloride"
67801-01-8,"Benzenesulfonic acid, 5-chloro-4-ethyl-2-[azo]-, barium salt (2:1)"
67801-20-1,"4-Penten-2-ol, 3-methyl-5--"
67801-50-7,"Isononanoic acid, compd. with 2-aminoethanol "
67801-51-8,"Isononanoic acid, compd. with 2,2',2''-nitrilotris[ethanol] "
67806-10-4,Myristamido propylamine oxide
67806-12-6,"Hexadecanamide, N-[3-propyl]-"
67812-17-3,"Phosphonic acid, methyl-, methyl 3-propyl ester"
67815-88-7,"Butanedioic acid, sulfo-, 4-[1-methyl-2-[amino]ethyl] ester, disodium salt"
67815-89-8,"2-Butenedioic acid -, mono[1-methyl-2-[[(9Z)-1-oxo-9-octadecenyl]amino]ethyl] ester"
67828-72-2,"2-Naphthalenecarboxylic acid, 4-[2-diazenyl]-3-hydroxy-, strontium salt (1:1)"
67845-71-0,"Octanoic acid, 2-sulfo-, 1- ester, sodium salt (1:1)"
67845-80-1,"Phenol, 2,6-bis[[bisamino]methyl]-4-dodecyl-"
67845-93-6,"Benzoic acid, 3,5-bis-4-hydroxy-, hexadecyl ester"
67845-94-7,"2-Oxetanone, 4-heptadecylidene-3-tetradecyl-"
67845-95-8,"2-Oxetanone, 3-hexadecyl-4-pentadecylidene-"
67846-14-4,"1H-Imidazolium, 1-ethyl-2--8-heptadecenyl-4,5-dihydro-1-[2-[[(9Z)-1-oxo-9-octadecenyl]amino]ethyl]-, ethyl sulfate"
67846-40-6,"Phosphoric acid, polymer with 2-oxirane and 4,4'-(1-methylethylidene)bis[phenol]"
67846-56-4,"Phenoxazin-5-ium, 3-amino-7--2-methoxy-, chloride (1:1)"
67846-66-6,"sodium;7-[methyl]-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-9-sulfonatosulfanylnonane"
67846-68-8,"Ethanaminium, N,N-dimethyl-2-[oxy]-N-[2-[(1-oxooctadecyl)oxy]ethyl]-, chloride"
67852-79-3,"Benzoic acid, 2,3,4,5-tetrafluoro-, sodium salt "
67859-51-2,"Zincate, [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, diammonium, (OC-6-21-)-"
67859-63-6,"9-Octadecenoic acid -, 1,1'-[(dimethylstannylene)bis(thio-2,1-ethanediyl)] ester"
67859-64-7,"9,12-Octadecadienoic acid -, 1,1'-[(dimethylstannylene)bis(thio-2,1-ethanediyl)] ester"
67859-77-2,"2-Cyclohexene-1-octanoic acid, 5-carboxy-4-hexyl-, compd. with 2,2',2''-nitrilotris[ethanol] "
67859-96-5,"Cyclohexanol, 3,3,5-trimethyl-, 1-acetate"
67874-37-7,"Phosphorous acid, diisotridecyl phenyl ester"
67874-71-9,"Hexanoic acid, 2-ethyl-, bismuth salt"
67874-72-0,"Cyclohexanol, 2--, 1-acetate"
67874-81-1,"1H-3a,7-Methanoazulene, octahydro-6-methoxy-3,6,8,8-tetramethyl-, -"
67891-79-6,"Distillates, petroleum, heavy arom."
67891-80-9,"Distillates, petroleum, light arom."
67891-81-0,"Distillates , oxidized light, potassium salts"
67892-37-9,"1H-Imidazolium, 1--2-(8-heptadecenyl)-4,5-dihydro-1-(2-hydroxyethyl)-, inner salt"
67892-91-5,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethene, ethenylbenzene, ethyl 2-propenoate and methyl 2-methyl-2-propenoate"
6790-09-6,Dodecaethylene glycol
67905-19-5,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-Hentriacontafluorohexadecanoic acid"
67905-26-4,"1-Triacontanol, aluminum salt "
67905-27-5,"1-Octacosanol, aluminum salt "
67905-28-6,"1-Hexacosanol, aluminum salt "
67905-29-7,"1-Tetracosanol, aluminum salt "
67905-30-0,"1-Docosanol, aluminum salt "
67905-31-1,"1-Eicosanol, aluminum salt "
67905-32-2,"1-Tetradecanol, aluminum salt "
67905-41-3,"2-Propenoic acid, 1,1'-[1,4-cyclohexanediylbis] ester"
67906-38-1,"4-[Methylamino]butyl 2-methylprop-2-enoate"
67906-39-2,"2-Propenoic acid, 2-methyl-, 4-[methyl[sulfonyl]amino]butyl ester"
67906-40-5,"4-[Methylamino]butyl 2-methylprop-2-enoate"
67906-41-6,"N-Allyl-N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-1-heptanesulfonamide"
67906-42-7,"Azanium;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-henicosafluorodecane-1-sulfonate"
67906-70-1,"2-[Ethylamino]ethyl 2-methylprop-2-enoate"
67906-71-2,"2-Propenoic acid, 2-methyl-, 2-[ethyl[sulfonyl]amino]ethyl ester, polymer with octadecyl 2-propenoate and 2-propenoic acid"
67906-73-4,"2-[Ethylamino]ethyl 2-methylprop-2-enoate"
67906-74-5,"2-Propenoic acid, 2-methyl-, 2-[ethyl[sulfonyl]amino]ethyl ester, polymer with octadecyl 2-propenoate and 2-propenoic acid"
67923-43-7,"Propanenitrile, 3,3'-[[4-[2-diazenyl]phenyl]imino]bis-"
67923-61-9,2-{Ethyl[sulfonyl]amino}ethyl dihydrogen phosphate
67923-77-7,"9-Octadecenoic acid -, compd. with 2-(diethylamino)ethanol (1:1)"
67939-33-7,"2-Propenoic acid, 2-methyl-, 2-[ethyl[sulfonyl]amino]ethyl ester"
67939-34-8,"2-Propenoic acid, 2-methyl-, 2-[ethyl[sulfonyl]amino]ethyl ester, polymer with octadecyl 2-propenoate and 2-propenoic acid"
67939-36-0,"2-[Ethylamino]ethyl 2-methylprop-2-enoate"
67939-37-1,"2-Propenoic acid, 2-methyl-, 2-[ethyl[sulfonyl]amino]ethyl ester, polymer with octadecyl 2-propenoate and 2-propenoic acid"
67939-42-8,"N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-octane-1-sulfonamide"
67939-61-1,"4-[Methylamino]butyl 2-methylprop-2-enoate"
67939-65-5,"Methanaminium, N-[4-[bis[4-phenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, acetate"
67939-87-1,"Bis[2-[ethylamino]ethyl] hydrogen phosphate"
67939-88-2,"1-[methyl]-1-methylpiperidin-1-ium"
67939-89-3,"1-Butanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-N-[2-ethyl]-"
67939-90-6,2-{Ethyl[sulfonyl]amino}ethyl dihydrogen phosphate
67939-91-7,"1-Butanesulfonamide, N,N'-[phosphinicobis]bis[N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-"
67939-92-8,"Bis[2-[ethylamino]ethyl] hydrogen phosphate"
67939-93-9,Bissulfonyl]amino}ethyl) hydrogen phosphate
67939-94-0,Trissulfonyl]amino}ethyl) phosphate
67939-95-1,"1-Propanaminium, N,N,N-trimethyl-3-[[sulfonyl]amino]-, iodide (1:1)"
67939-96-2,"2-[Methylamino]ethyl 2-methylprop-2-enoate"
67939-97-3,Ammonium bissulfonyl]amino}ethyl) phosphate
67939-98-4,2-{Ethyl[sulfonyl]amino}ethyl dihydrogen phosphate diammoniate
67940-02-7,"N-[3-propyl]-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-1-heptanesulfonamide dihydrochloride"
67952-31-2,"D-Gluconic acid, compd. with morpholine "
67952-33-4,"Boric acid , compd. with 2,2'-iminobis[ethanol]"
67953-19-9,"2-Butenedioic acid, 1,4-bis ester"
67953-76-8,"Phosphonic acid, bis-, potassium salt"
67969-65-7,2-{Ethyl[sulfonyl]amino}ethyl dihydrogen phosphate
67969-69-1,2-{Ethyl[sulfonyl]amino}ethyl dihydrogen phosphate diammoniate
67969-80-6,"Thiodicarbonic acid C(O)SC(S)(OH)), OC-ethyl oC'-(1-methylethyl) ester"
67969-87-3,"1,3-Naphthalenedisulfonic acid, 7-[2-[4-[[[[2-methoxy-4-[2-diazenyl]phenyl]amino]carbonyl]amino]-2-methylphenyl]diazenyl]-, sodium salt (1:3)"
67970-27-8,"Benzenesulfonic acid, 2,2'-[diimino]bis[5-methyl-, ammonium salt (1:2)"
6798-77-2,"2-Propenoic acid, 3-phenyl-, zinc salt , (2E)-"
67989-22-4,"C.I. Basic Violet 1, molybdatephosphate"
67989-23-5,"1,2,4-Benzenetricarboxylic acid, decyl octyl ester"
67989-24-6,"9-Octadecenoic acid -, ester with 2,2-dimethyl-1,3-propanediol"
67989-61-1,"Linseed oil, polymer with isophthalic acid and pentaerythritol"
67989-88-2,"Cuprate, [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, diammonium, (OC-6-21)-"
67990-05-0,"2-Naphthalenecarboxamide, N--3-hydroxy-4-[[2-methoxy-5-[(phenylamino)carbonyl]phenyl]azo]-"
67990-17-4,"Acetic acid, -, sodium salt"
67990-40-3,"2-Propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride , polymer with 2-hydroxypropyl 2-propenoate and 2-propenoic acid"
67998-94-1,"Octadecanoic acid, sulfo-, sodium salt"
68-04-2,"Sodium citrate, anhydrous"
68-11-1,Mercaptoacetic acid
68-12-2,"N,N'-Dimethylformamide"
68-76-8,Triaziquone
680-15-9,"Acetic acid, 2,2-difluoro-2--, methyl ester"
680-31-9,N-[Bisphosphoryl]-N-methylmethanamine
68002-20-0,"1,3,5-Triazine-2,4,6-triamine, polymer with formaldehyde, methylated"
68002-34-6,"2-Propenoic acid, 1,1'-[2-ethyl-2-[[oxy]methyl]-1,3-propanediyl] ester, reaction products with diethylamine"
68002-54-0,"Tall oil, compd. with ethanolamine"
68002-58-4,"Quaternary ammonium compounds, di-C14-18-alkyldimethyl, Me sulfates"
68002-59-5,"Quaternary ammonium compounds, di-C14-18-alkyldimethyl, chlorides"
68002-60-8,"Quaternary ammonium compounds, coco alkyltrimethyl, Me sulfates"
68002-64-2,"Nitriles, C16 and C18-unsatd."
68002-65-3,"Nitriles, C16-18"
68002-66-4,"Nitriles, C14-18"
68002-70-0,"Glycerides, C16-22"
68002-73-3,"Fatty acids, vegetable-oil, calcium salts"
68002-76-6,"Fatty acids, tall-oil, esters with neopentyl glycol"
68002-77-7,"Fatty acids, tall-oil, compds. with morpholine"
68002-79-9,"Fatty acids, C14-18 and C16-18-unsatd., triesters with trimethylolpropane"
68002-80-2,"Fatty acids, C14-18 and C16-18-unsatd., potassium salts"
68002-82-4,"Fatty acids, C16-18 and C18-unsatd., compds. with diethanolamine"
68002-84-6,"Fatty acids, C18 and C18-unsatd."
68002-85-7,"Fatty acids, C14-22 and C16-22-unsatd."
68002-87-9,"Fatty acids, C14-18 and C16-22-unsatd."
68002-88-0,"Fatty acids, C16-22"
68002-89-1,"Fatty acids, C14-26"
68002-90-4,"Fatty acids, C10-16"
68002-94-8,"alcohols, C16-18 and C18-unsatd."
68002-96-0,"Alcohols, C16-18, ethoxylated propoxylated"
68002-97-1,"Alcohols, C10-16, ethoxylated"
68015-39-4,"Fatty acids, tall-oil, polymers with glycerol, phthalic anhydride and rosin"
68015-77-0,"Manganate, [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, dipotassium, (OC-6-21)-"
68015-84-9,"Hexanoic acid, 2,2,3,3,4,4,5,6,6,6-decafluoro-5--, compd. with ethanamine (1:1)"
68015-85-0,"Decanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,10,10,10-octadecafluoro-9--, compd. with ethanamine (1:1)"
68015-86-1,"Octanoic acid, 2,2,3,3,4,4,5,5,6,6,7,8,8,8-tetradecafluoro-7--, compd. with ethanamine (1:1)"
68015-87-2,"Dodecanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,12,12-docosafluoro-11--, compd. with ethanamine (1:1)"
68015-93-0,"Butanedioic acid, 2--"
68016-03-5,Cobalt molybdenum nickel oxide 
680204-77-7,"Decanoic acid, reaction products with 2-[amino]ethanol, octanoic acid and sodium 3-chloro-2-hydroxy-1-propanesulfonate (1:1)"
68025-37-6,"Phenol, bisdodecyl-"
68025-62-7,"Tetradecanoyl fluoride, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,14,14,14-hexacosafluoro-13--"
68036-98-6,"Imidazo[4,5-d]imidazole-2,5-dione, tetrahydro-, polymer with formaldehyde, butylated"
68037-01-4,"1-Decene, homopolymer, hydrogenated"
68037-05-8,"Poly, .alpha.-sulfo-.omega.-hydroxy-, C6-10-alkyl ethers, ammonium salts"
68037-14-9,"1-Propene, 2-methyl-, homopolymer, chlorinated"
68037-22-9,"Bisalkyl)fumarate, hydroxybutyl vinyl ether, ethylene, propylene, cyclohexadiene polymer"
68037-23-0,"Trimethylhexamethylenediisocyanate, N-methyldiethanolamine, 2,3-bisthio)butane-1,4-diol polymer"
68037-30-9,"2-Butenedioic acid -, reaction products with linoleic acid"
68037-32-1,"2-Butenedioic acid -, reaction products with linoleic acid, sodium salts"
68037-49-0,"Sulfonic acids, C10-18-alkane, sodium salts"
68037-58-1,"Siloxanes and Silicones, di-Me, [oxy]-terminated"
68037-76-3,"Siloxanes and Silicones, lauryl Me, Me 2-phenylpropyl"
68037-77-4,"Siloxanes and Silicones, Et Me, Me 2-phenylpropyl"
68037-91-2,"Amines, C14-18-alkyl"
68037-92-3,"Amines, C16-22-alkyl"
68037-95-6,"Amines, C16-18 and C18-unsatd. alkyl"
68038-16-4,"Fatty acids, C18-unsatd., dimers, compds. with 4,5-dihydro-2-nortall-oil alkyl-1H-imidazole-1-ethanamine and tall-oil fatty acids"
68038-32-4,"Fatty acids, vegetable-oil, esters with neopentyl glycol"
68038-41-5,"Rosin, maleated, polymer with glycerol"
68038-50-6,"Tung oil, polymd."
68039-10-1,"9-Octadecenoic acid, 8-sulfo-, 1-butyl ester, sodium salt , (9Z)-"
68039-12-3,"1H-Imidazolium, 1-ethyl-2--4,5-dihydro-3-(2-hydroxyethyl)-, ethyl sulfate (salt)"
68039-39-4,"Propanoic acid, 2-methyl-, 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl ester"
68039-49-6,Ligustral
68039-69-0,"2-Butenoic acid, 1-cyclohexylethyl ester"
68039-73-6,"2-Butenoic acid, [1,1'-bicyclopentyl]-2-yl ester"
68049-83-2,Azafeniden
68052-23-3,"1,3-Pentanediol, 2,2,4-trimethyl-, dibenzoate"
68052-49-3,"1,6-Hexanediaminium, N,N,N',N'-tetrabutyl-N,N'-diethyl-, bis"
68052-68-6,"Tetradecanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,14,14,14-hexacosafluoro-13--, compd. with ethanamine (1:1)"
6807-17-6,"Phenol, 4,4'-bis-"
68071-05-6,"4-Cyclohexene-1,2-dicarboxylic acid, ester with 2,2-dimethyl-1,3-propanediol"
68071-19-2,"Poly, .alpha.-hydro-.omega.-hydroxy-, ester with 5(or 6)-carboxy-4-hexyl-2-cyclohexene-1-octanoic acid"
68071-35-2,"Poly, .alpha.-hydro-.omega.-hydroxy-, mono-C12-15-alkyl ethers, phosphates"
68071-36-3,"Ethanol, 2,2',2''-nitrilotris-, compds. with polyethylene glycol mono-C12-15-alkyl ethers phosphates"
68071-95-4,"Quaternary ammonium compounds, ethylbistallow alkyl, ethoxylated, Et sulfates (salts)"
68071-98-7,"Quaternary ammonium compounds, ethylbis(hydroxyethyl), ethoxylated, Et sulfates (salts)"
68072-22-0,"Soybean oil, polymer with isophthalic acid, pentaerythritol and terephthalic acid"
68072-38-8,"Oxiranemethanol, polymer with nonylphenol"
68081-77-6,"Benzene, polypropene derivs."
68081-78-7,"Benzene, polypropene derivs., sulfonated"
68081-81-2,"Benzenesulfonic acid, mono-C10-16-alkyl derivs., sodium salts"
68081-83-4,"Carbamic acid, N,N'-bis-, bis[2-[ethyl[(perfluoro-C4-8-alkyl)sulfonyl]amino]ethyl] ester"
68081-84-5, Alkylglycidyl ether
68081-91-4,"Poly, .alpha.-sulfo-.omega.-hydroxy-, C12-18-alkyl ethers, sodium salts"
68081-96-9,"Sulfuric acid, mono-C10-16-alkyl esters, ammonium salts"
68081-98-1,"Sulfuric acid, mono-C14-18-alkyl esters, sodium salts"
68082-23-5,"Cyclosiloxanes, Me vinyl"
68082-25-7,"Fatty acids, C14-18 and C16-18-unsatd., compds. with triethanolamine"
68082-34-8,"Fatty acids, soya, epoxidized, 2-ethylhexyl esters"
68082-35-9,"Fatty acids, soya, epoxidized, Me esters"
68082-64-4,"Fatty acids, vegetable-oil, sodium salts"
68082-77-9,"Fats and Glyceridic oils, herring, polymd., oxidized"
68082-78-0,"Lard, oil, Me esters"
68082-79-1,"Lard, oil, polymd., oxidized"
68082-87-1,"Peanut oil, polymd., oxidized"
68082-96-2,"Rosin, maleated, polymer with p-tert-butylphenol, formaldehyde and pentaerythritol"
68083-18-1,"Siloxanes and Silicones, di-Me, Me vinyl, vinyl group-terminated"
68083-19-2,"Siloxanes and Silicones, di-Me, vinyl group-terminated"
68083-42-1,"Ethanaminium, N-[4-[[4-phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, tetracosa-.mu.-oxododecaoxo[.mu.12-[phosphato(3-)-.kappa.O:.kappa.O:.kappa.O:.kappa.O':.kappa.O':.kappa.O':.kappa.O'':.kappa.O'':.kappa.O'':.kappa.O''':.kappa.O''':.kappa.O''']]dodecamolybdate(3-) (3:1)"
68083-45-4,"1H-Imidazole-1-ethanamine, 2--4,5-dihydro-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1)"
68083-58-9,"Benzenepropanol, .alpha.,.gamma.,.gamma.-trimethyl-, 1-acetate"
68083-83-0,"Butanamide, 4-hydroxy-N--N-methyl-"
68084-53-7,"Benzenesulfonic acid, dodecyl-, compd. with 4,4-dimethyloxazolidine"
68084-56-0,"Urea, N,N''-bis[N'- (dodecylphenyl)-"
68084-62-8,"2-[Methylamino]ethyl prop-2-enoate"
68085-85-8,Cyhalothrin
6809-70-7,Undecaethylene glycol
68092-29-5,"Tall oil, compd. with triethanolamine"
68092-47-7,"Benzoic acid, 3-methyl-, barium salt"
681-84-5,"Silicic acid , tetramethyl ester"
68109-63-7,"Octadecanoic acid, 9-(sulfooxy)-, 1-methyl ester, sodium salt"
68109-66-0,"Octadecanamide, N,N'-[iminobis]bis-, acetate (1:2)"
68110-06-5,"2-Propenoic acid, telomer with butyl 2-propenoate, 1-dodecanethiol and ethenylbenzene"
68110-30-5,"1,5-Naphthalenedisulfonic acid, 2,2'-[bis[imino(6-chloro-1,3,5-triazine-4,2-diyl)imino(1-hydroxy-3-sulfo-6,2-naphthalenediyl)-2,1-diazenediyl]]bis-, sodium salt (1:8)"
68122-86-1,"Imidazolium compounds, 4,5-dihydro-1-methyl-2-nortallow alkyl-1-, Me sulfates"
68127-32-2,"Phosphoric acid, dibutyl ester, compd. with 4-tetrapropylenebenzenamine "
68127-33-3,Potassium acrylinoleate
68128-59-6,"Butanoic acid, 4--4-oxosulfo-, ammonium salt (1:2)"
68130-15-4,"Guar gum, carboxymethyl 2-hydroxypropyl ether, sodium salt"
68130-34-7,"Hexanedioic acid, polymer with 2,2-bis-1,3-propanediol, octadecanoate"
68130-36-9,Molybdenum nickel hydroxide oxide phosphate
68130-37-0,Cobalt molybdenum hydroxide oxide phosphate
68130-43-8,"Sulfuric acid, mono-C8-18-alkyl esters, sodium salts"
68130-47-2,"Poly, .alpha.-hydro-.omega.-hydroxy-, mono-C8-10-alkyl ethers, phosphates"
68130-50-7,"1,2,4-Benzenetricarboxylic acid, mixed decyl and hexyl and octyl esters"
68130-51-8,"Decanoic acid, mixed esters with heptanoic acid, isovaleric acid, octanoic acid and pentaerythritol"
68130-53-0,"Decanoic acid, mixed esters with heptanoic acid, octanoic acid and trimethylolpropane"
68130-55-2,"Hexanedioic acid, mixed esters with decanoic acid, heptanoic acid, octanoic acid and pentaerythritol"
68130-63-2,"2-Propenamide, homopolymer, reaction products with dimethylamine and formaldehyde"
68130-97-2,"Aziridine, homopolymer, reaction products with 1,2-dichloroethane"
68130-98-3,"Aziridine, homopolymer, ethoxylated, phosphonomethylated"
68131-04-4,"Humic acids, sodium salts"
68131-05-5,"Hydrocarbon oils, process blends"
68131-13-5,"Naphthenic acids, reaction products with diethylenetriamine"
68131-30-6,"Sulfite liquors and Cooking liquors, green"
68131-31-7,"Sulfite liquors and Cooking liquors, spent, alkali-treated"
68131-33-9,"Sulfite liquors and Cooking liquors, white"
68131-37-3,"Syrups, hydrolyzed starch, dehydrated"
68131-39-5,"Alcohols, C12-15, ethoxylated"
68131-40-8,"Alcohols, C11-15-secondary, ethoxylated"
68131-49-7,"Aromatic hydrocarbons, C6-10, acid-treated, neutralized"
68131-61-3,"Fatty acids, C12-18, zinc salts"
68131-71-5,"Polyphosphoric acids, esters with triethanolamine"
68131-72-6,"Polyphosphoric acids, esters with triethanolamine, sodium salts"
68131-73-7,"Amines, polyethylenepoly-"
68131-74-8,"Ashes, residues"
68131-75-9,"Gases, petroleum, C3-4"
68131-77-1,"Distillates, petroleum, steam-cracked, polymd."
68132-00-3,"Naphtha , light steam-cracked, debenzenized, polymers, hydrogenated"
68132-46-7,"Fatty acids, tall-oil, compds. with triethanolamine"
68132-47-8,"Fatty acids, tall-oil, compds. with ethanolamine"
68132-60-5,"Fatty acids, tall-oil, compds. with N-[2-ethyl]tall-oil fatty amides"
68132-78-5,"Amines, tallow alkyl, ethoxylated, hydrochlorides"
68132-89-8,"3-[[4-[azo]-5-methoxy-o-tolyl]azo]naphthalene-1,5,-disulphonic acid, lithium salt, compound with 2,2',2''-nitrilotriethanol"
68133-60-8,"Pyridinium, 3-carboxy-1--, chloride, sodium salt (1:1:1)"
68133-90-4,"Platinate 62-), (OC-6-11)-, hydrogen, compd. with 2-aminoethanol (1:2:2)"
68134-01-0,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, ammonium zinc salt"
68134-22-5,"Butanamide, N--3-oxo-2-[[2-(trifluoromethyl)phenyl]azo]-"
68134-28-1,"Phosphonic acid, octyl-, monoethyl ester, potassium salt"
68134-65-6,"9,10-Anthracenedione, 1,5-diamino-2-bromo-4,8(or4,5)-dihydroxy-"
68139-30-0,Cocamidopropyl hydroxysultaine
68139-89-9,"Fatty acids, tall-oil, maleated"
68139-91-3,"Fatty acids, coco, diesters with polyethylene glycol"
68139-94-6,"Amines, tallow alkyl, dodecylbenzenesulfonates"
6814-58-0,Pyrazachlor
68140-00-1,"Amides, coco, N-"
68140-01-2,"Amides, coco, N-[3-propyl]"
68140-11-4,"1H-Imidazole-1-ethanamine, 4,5-dihydro-, 2-nortall-oil alkyl derivs., acetates"
68140-14-7,"Tall oil, reaction products with diethylenetriamine"
68140-16-9,"Tall-oil pitch, sodium salt"
68140-18-1,"3,3,4,4,4-Pentafluorobutane-1-thiol"
68140-19-2,"1,1,2,2-Tetrahydroperfluoroalkyl  mercaptan"
68140-20-5,Perfluoroalkylethyl mercaptan
